id,repo,provenance,concept,question,real_score,synthetic_score,real_rationale,synthetic_rationale
supabase_supabase__41525,supabase/supabase,human,banner-content-and-api-unification,Why must banner content accept ReactNode descriptions instead of plain strings?,0,2,"It only lists vague commit notes like ""better banner"" and ""improve warnings"" without explaining why descriptions must be ReactNode.","The text explicitly says banner descriptions use ""ReactNode instead of plain strings"" and that this is for ""embedded links or richer formatting""."
supabase_supabase__41525,supabase/supabase,human,organization-restriction-message-model,What breaks if restriction messages remain static strings instead of renderable components?,0,2,"It only lists vague commit notes like ""improve warnings"" and ""fix variant"" without saying what breaks if restriction messages stay as strings.","The text says restriction messages were changed to richer React content, with ""description: ReactNode instead of message/link"" and ""messages can render JSX,"" so static strings would prevent those renderable components from working."
supabase_supabase__41525,supabase/supabase,human,clock-skew-detection-via-query-layer,Why is clock skew detection implemented through the shared query layer?,0,2,"It only says “improve ClockSkewBanner” and mentions unrelated docstrings and a URL fix, so the shared query layer mechanism is absent.",“Moved clock skew fetching logic out of the layout component into a dedicated React Query data hook” and “moves clock-skew data fetching into the shared data layer” explicitly explain the shared query layer mechanism.
supabase_supabase__41558,supabase/supabase,human,improved-search-prompt-gating,"Why must prompt visibility combine eligibility, index status, threshold, and dismissal persistence?",0,1,"The text only says the prompt is dismissible/dismissable and gives no details about eligibility, index status, threshold, or persistence.","The text explicitly says the visibility logic was updated so the banner no longer shows after dismissal and that dismissal is persisted per project, but it does not explain the combined eligibility, index status, and threshold mechanism."
supabase_supabase__41558,supabase/supabase,human,dismissal-state-persistence,Why is project-scoped local storage the right mechanism for dismissing this prompt?,0,2,The text only says the prompt is dismissible/dismissable and gives no mechanism for why project-scoped local storage is used.,"The text says the dismissal state is scoped by `projectRef`, so hiding the prompt only affects the current project."
supabase_supabase__41558,supabase/supabase,human,upgrade-action-framing,Why does framing index creation as a search upgrade matter for correct user action?,0,1,"The text only says the prompt is ""dismissible"" and repeats the feature title; it gives no reason about framing index creation as a search upgrade or how that affects user action.","The text says the copy was changed from ""Create indexes"" to ""Upgrade search"" and that the prompt is an ""improved search"" opt-in, but it does not explain why that framing matters for user action."
supabase_supabase__41745,supabase/supabase,agent,zip-path-normalization,Why does rebasing parent-traversing paths by maximum depth preserve import relationships safely?,1,2,"It mentions ""detecting the deepest relative path"" and ""creating a normalized directory structure,"" but does not explain how that preserves import relationships or the rebasing mechanism.","The text says it will ""detect the deepest parent-directory traversal across all files"" and ""rebuild a safe archive path"" while ""preserving relative structure,"" which directly explains the mechanism."
supabase_supabase__41745,supabase/supabase,agent,function-root-relative-extraction,Why must archive paths be computed relative to the function slug?,1,2,"The text mentions ""detecting the deepest relative path"" and ""creating a normalized directory structure,"" but it does not explicitly say why the archive paths must be computed relative to the function slug.","The text says paths were previously added ""using their raw path relative to the function slug"" and that they are now derived relative to the function slug to avoid leading ""../"" segments."
supabase_supabase__41745,supabase/supabase,agent,download-archive-structure,What breaks if parent-traversing files are flattened instead of placed in synthetic directories?,1,2,"It mentions ""creating a normalized directory structure"" and handling ""files with ../ in their paths,"" but does not explicitly say what breaks if they are flattened.","The text says files with upward traversal are ""placed into a shallower synthetic base path,"" which directly answers what happens instead of flattening."
supabase_supabase__41801,supabase/supabase,agent,archive-ingestion-pipeline,Why must ZIP extraction enforce strict filtering and size caps before creating editor files?,2,2,"The text explicitly says ""Kept: File size validation (individual and total limits)"" and ""Hidden file filtering (.DS_Store, __MACOSX, etc.)"", which directly supports strict filtering and size caps before extraction.","The text says extraction ""skips directories,"" ""skips hidden/system files like dotfiles, __MACOSX, and .DS_Store,"" and ""enforces per-file and total extracted size limits,"" which clearly explains the needed pre-creation safeguards."
supabase_supabase__41801,supabase/supabase,agent,file-conflict-resolution,What mechanism decides whether an imported file replaces an existing one or becomes new?,2,1,The text says the bug was that `updatedFiles !== files` was always true and that a `hasReplacedFiles` flag tracks whether existing files were actually replaced.,"The text mentions duplicate resolution with `FileAction` / `getFileAction`, including replacing existing files when appropriate, but does not explain the deciding mechanism."
supabase_supabase__41801,supabase/supabase,agent,editor-state-and-feedback,Why does import progress need explicit UI state instead of relying on implicit async completion?,0,2,"The text explains a bug in file replacement detection, but says nothing about explicit UI state versus implicit async completion.","The phrase ""Added extraction progress state so the UI can reflect when a ZIP is being processed"" directly indicates explicit UI state for progress rather than relying on async completion."
supabase_supabase__42021,supabase/supabase,human,rls-option-experiment-gating,Why must the checkbox be gated strictly by experiment variant?,1,1,"The text says the option is ""toggleable via experiment"" and mentions telemetry, but it gives no reason for why the checkbox must be gated strictly by variant.","The text says the option is ""gated behind a feature flag/experiment variant"" and tracks ""control"" or ""test"" variant, but it does not explain why strict gating is necessary."
supabase_supabase__42021,supabase/supabase,human,project-creation-form-contract,Why must RLS trigger enablement be captured in the creation payload?,1,1,"The text states that the form includes the ""enableRlsEventTrigger flag"" and that telemetry records whether the RLS trigger was enabled, but it does not explain why it must be captured in the creation payload.","The text says the selected value is sent in submission and telemetry, but it does not explain why it must be captured in the creation payload."
supabase_supabase__42021,supabase/supabase,human,telemetry-and-exposure-tracking,Why is one-time exposure tracking required for valid experiment measurement?,0,1,"Absent: it mentions telemetry records exposure and variant, but gives no reason that exposure tracking must happen only once.","Partial: it mentions exposure tracking and says it is used to evaluate the feature, but not why one-time tracking is required."
supabase_supabase__42021,supabase/supabase,human,free-project-limit-eligibility,Why must free project eligibility be evaluated against the current user's email?,0,1,The text only says 'Free-project messaging updated to consider user limits' and gives no reason involving the current user's email.,"The text says free-project messaging is hidden when the current user is already one of the members counted against the limit, but it does not explain why eligibility must be checked against the current user's email."
supabase_supabase__42071,supabase/supabase,agent,mcp-edge-runtime-transport,Why must the MCP server use a streamable HTTP transport on Edge runtime?,1,1,"Mentions ""Update to official MCP SDK's WebStandardStreamableHTTPServerTransport,"" which hints at the transport choice but does not explain why Edge runtime requires it.","States the example uses ""WebStandardStreamableHTTPServerTransport,"" but gives no reason tied to Edge runtime, so it only gestures at the transport mechanism."
supabase_supabase__42071,supabase/supabase,agent,local-development-prerequisites,Which prerequisite choices are essential to make local MCP development actually work?,1,2,"The text mentions only one prerequisite change, ""Update prerequisites (Node.js 20+, fix CLI link),"" which hints at prerequisites but does not identify the essential choices for local MCP development.","It explicitly says the prerequisites were updated to include ""Docker or compatible runtime"", ""Supabase CLI authentication"" and ""Node.js 20+"", which directly answers which choices are essential."
supabase_supabase__42071,supabase/supabase,agent,tutorial-structure-and-state-checkpoints,Why do explicit step boundaries and expected directory state prevent setup failures?,1,2,"The text only says ""Add step checkpoints and section dividers for clarity,"" which hints at boundaries but does not explain preventing setup failures or directory-state checks.","It explicitly says ""renamed sections into numbered steps"" and ""Added a note after project creation describing the expected initial directory structure,"" which directly addresses how step boundaries and expected directory state avoid setup failures."
supabase_supabase__42079,supabase/supabase,agent,partial-variable-contract-validation,Why must partial variables be validated strictly against placeholders before rendering?,1,2,"The text mentions validation for missing and unexpected variables, but it does not explain why strict validation against placeholders is needed before rendering.","The text says it catches mismatches between partial placeholders and supplied `variables` at validation time, instead of silently accepting incorrect inputs."
supabase_supabase__42079,supabase/supabase,agent,placeholder-syntax-detection,What placeholder syntax must extraction recognize to avoid misidentifying required variables?,0,2,"The text mentions validation for missing and unexpected variables, but it never states any placeholder syntax to recognize.","It explicitly says the directive extracts variables from ""{{ .variableName }}"" placeholders, which answers the syntax question."
supabase_supabase__42079,supabase/supabase,agent,developer-facing-error-reporting,Why do detailed validation errors matter for fixing broken partial embeds quickly?,2,2,"The phrase ""Provide detailed error messages showing expected vs provided variables"" explains that detailed validation errors help identify mismatches quickly.","The phrase ""easier to debug by catching mismatches between partial placeholders and supplied `variables` at validation time"" directly says why the detailed validation errors matter."
supabase_supabase__42148,supabase/supabase,agent,remote-skills-content-ingestion,Why is runtime GitHub fetching with React caching the right source-of-truth mechanism?,1,1,"The text explains the skills are ""fetched dynamically from the supabase/agent-skills repo"" and that the page links to the source on GitHub, but it does not say why that is the right source-of-truth mechanism.","The text says it ""fetch[es] and parse[s] skill metadata from GitHub"" and ""caches results with React `cache`"", which indicates the mechanism but not why it is the right source of truth."
supabase_supabase__42148,supabase/supabase,agent,docs-page-failure-and-rendering-model,Why is graceful empty-state rendering safer than failing the page on upstream errors?,0,2,"It mentions skills are ""fetched dynamically"" but does not say anything about graceful empty-state rendering or why it is safer than failing the page.","The text says the index ""fails gracefully"" and that ""the page remains usable and shows a fallback message,"" which directly explains safer empty-state rendering on upstream errors."
supabase_supabase__42148,supabase/supabase,agent,docs-navigation-and-information-architecture,Why is a route-specific breadcrumb override acceptable despite duplicating navigation hierarchy?,0,1,The text does not mention any breadcrumb override or explain why duplicating navigation hierarchy would be acceptable.,"The text only says there is a breadcrumb special-case and that it is a temporary special-case until the hierarchy can be derived from navigation structure, which hints at the reason but does not fully explain why duplication is acceptable."
supabase_supabase__42218,supabase/supabase,human,tab-strip-scroll-management,Why does scroll behavior depend on tab count changes versus active tab visibility?,0,2,"It only mentions scrolling tabs to the end when the list is wider than the container, with no explanation of tab count changes versus active tab visibility.","The text says scroll changes on tab count increase versus switching tabs: ""When the tab count increases, automatically scroll to the end"" and ""When switching tabs without adding one, scroll the active tab into view."""
supabase_supabase__42218,supabase/supabase,human,effect-lifecycle-guarding,Why is initial mount skipped before running active-tab scroll logic?,0,0,"The text mentions a hook cleanup and removing an old useEffect, but gives no reason for skipping initial mount before active-tab scroll logic.","The text says initial mount scrolls the tabs container to the far right, but it does not explain why that step is skipped before active-tab scroll logic."
supabase_supabase__42218,supabase/supabase,human,dom-state-coupling,Why is the active tab located through data-state selectors instead of stored refs?,0,0,"The text only lists commit-style messages like ""code clean up into hook"" and ""remove remnant of old useEffect""; it says nothing about data-state selectors or stored refs.","The text mentions a ref on the tabs list and scrolling the active tab into view, but it does not explain why data-state selectors are used instead of stored refs."
supabase_supabase__42260,supabase/supabase,human,content-routing-and-distribution,How are new MDX documents discovered and surfaced at stable public URLs?,0,0,"The text only says ""Add new blog posts and a new webinar,"" which hints at content being added but says nothing about discovery or stable public URLs.","It mentions ""Updated `rss.xml` to include the new blog post"" and ""Added a new event page,"" but does not explain how MDX documents are discovered or surfaced at stable public URLs."
supabase_supabase__42260,supabase/supabase,human,image-source-resolution,What image path resolution rule prevents broken thumbnails across all content surfaces?,0,2,"No mention of image paths or thumbnails; only says ""Add new blog posts and a new webinar"".","Explicitly says ""Normalized image resolution logic"" and that image fields can use ""absolute site paths"", ""remote URLs"", and ""legacy blog image filenames"" across multiple surfaces, which addresses the rule preventing broken thumbnails."
supabase_supabase__42260,supabase/supabase,human,metadata-and-social-preview-generation,How does metadata choose valid social preview images without assuming local blog assets?,0,2,"The text only says ""Add new blog posts and a new webinar"" and gives no mechanism for choosing preview images.","It explicitly says image fields can use ""absolute site paths"", ""remote URLs"", and ""legacy blog image filenames"" and mentions ""comparison layout metadata image generation"" and a remote image pattern, which explains how valid social preview images are chosen without assuming local blog assets."
supabase_supabase__42260,supabase/supabase,human,next-image-remote-allowlisting,Why must the OG image endpoint be explicitly allowlisted for rendering to work?,0,1,Nothing in the text bears on OG image allowlisting or rendering.,It mentions 'Added a remote image pattern for the OG edge function host' but does not explain why explicit allowlisting is needed for rendering to work.
supabase_supabase__42300,supabase/supabase,agent,native-ui-and-styling,Why is removing the UI library safer than keeping it for this Expo example?,1,2,"It only says ""Removing `@rneui/themed` package and using native components"" and mentions maintainability, but does not explain why removal is safer.","It explicitly says removing the dependency ""simplifies the Expo example by reducing external UI dependencies,"" which explains why it is safer than keeping it."
supabase_supabase__42300,supabase/supabase,agent,expo-runtime-compatibility,What runtime assumption makes AsyncStorage sufficient for Supabase sessions in Expo?,0,0,"The text mentions keeping the guide in line with the Expo update and that `@react-native-async-storage/async-storage` remains, but it does not explain the runtime assumption behind its sufficiency.","The text only says AsyncStorage was kept in the docs, but it never states the runtime assumption that makes it sufficient."
supabase_supabase__42300,supabase/supabase,agent,documentation-example-parity,Why must the docs exactly mirror the example dependencies and screens to remain reliable?,1,2,"The text only gestures at alignment with the example via ""Guide has been updated to be in line with #42269"" and mentions native components and a screenshot, but it does not explain why exact mirroring is needed for reliability.","The text explicitly says the docs were updated to match the example, including the dependency list and screenshot: ""removed @rneui/themed"" and ""swapped the tutorial screenshot""."
supabase_supabase__42361,supabase/supabase,human,dropdown-interaction-affordance,Why must actionable dropdown items visibly present as clickable to avoid interaction failures?,2,2,"The text says the items used the ""default"" cursor and that adding ""cursor-pointer"" provides ""correct visual feedback"" so users know they are clickable.","The text says interactive entries were ""not consistently showing pointer cursor feedback"" and that this ""better communicates clickability to users."""
supabase_supabase__42361,supabase/supabase,human,menu-event-handling,Which activation event preserves reliable dropdown actions without duplicate or missed triggers?,0,0,The text only says it adds a pointer cursor for hover feedback; it does not mention any activation event or avoiding duplicate/missed triggers.,"The text only describes pointer cursor affordances and consistent hover behavior, with no mention of which activation event preserves reliable dropdown actions."
supabase_supabase__42361,supabase/supabase,human,theme-option-consistency,Why should theme radio items share the same interaction affordances as regular menu items?,2,2,"It says theme selections get the same cursor-pointer treatment as other interactive menu items, giving “correct visual feedback” and “visual consistency for menu interactions.”",It explicitly says the items are interactive and that pointer cursor feedback makes hover behavior “more consistent across dropdowns” and “better communicates clickability.”
supabase_supabase__42428,supabase/supabase,agent,form-state-and-validation-architecture,Why must trigger type drive a schema-backed form state instead of ad hoc component state?,0,2,"The text only says the form was migrated from Formik to React Hook Form and that edge function mode switches correctly, but it does not explain why trigger type must drive schema-backed state instead of ad hoc state.","The text explicitly says it uses a ""schema-driven form,"" adds ""Zod schemas and typed form values,"" and ""Removed ad hoc validation in favor of schema-based validation,"" which answers why the trigger type should drive schema-backed state."
supabase_supabase__42428,supabase/supabase,agent,webhook-request-configuration-model,What request configuration model preserves correct webhook behavior when users add dynamic headers and parameters?,1,2,"The text only says it was a ""Reorganize[d] HTTP request configuration"" and mentions ""header fields,"" but it does not state the request configuration model that preserves webhook behavior with dynamic headers and parameters.","It explicitly says the request configuration was split into ""HTTPRequestConfig.tsx"" plus ""HTTPHeaders.tsx"" and ""HTTPParameters.tsx,"" and that ""Dynamic headers and parameters are now managed through useFieldArray."""
supabase_supabase__42428,supabase/supabase,agent,data-fetching-and-mutation-coordination,Why does shared query configuration prevent stale hook and table state after edits?,0,1,"Absent: it mentions editing a webhook and form migration, but not why shared query configuration prevents stale hook and table state after edits.","Partial: it says shared query config is used to ""simplif[y] reuse of query configuration for table editor data"" and that query state parsing improves panel state, but it does not explicitly explain stale state after edits."
supabase_supabase__42458,supabase/supabase,human,feature-preview-flag-plumbing,Why must filter bar enablement flow through feature preview context instead of direct flag reads?,1,2,"It gestures at the reason with 'Move away from our feature flag service and expose this to users through the feature preview,' but does not explain why the flow must go through context rather than direct reads.","It explicitly says the enabled state is read from the feature preview context instead of a direct flag lookup, and that this makes it consistent with the Feature Preview system."
supabase_supabase__42458,supabase/supabase,human,grid-filter-bar-gating,What breaks if grid surfaces decide filter bar visibility independently?,0,0,"The text only says it will ""Move away from our feature flag service"" and add the filter bar to feature preview; it does not explain what breaks if grid surfaces decide visibility independently.","The text says the grid/table editor now reads the enabled state from the feature preview context instead of a direct flag lookup, but it does not mention independent grid-surface decisions breaking anything."
supabase_supabase__42458,supabase/supabase,human,preview-discovery-and-assets,Why is preview content registration load-bearing for safely shipping this UI behind a preview?,1,1,"The text says ""Move away from our feature flag service and expose this to users through the feature preview,"" which hints at the preview being the mechanism for shipping, but it does not explain why preview content registration is necessary.","The text says it ""Added preview content for the feature preview modal"" and that the feature is wired into the preview/toggle system, but it does not explain why that registration is load-bearing for safe shipping behind a preview."
supabase_supabase__42638,supabase/supabase,agent,similar-thread-feedback-pipeline,Why must feedback submission run through a server-side Supabase client?,0,2,"It only says there is a ""new component on the thread view"" and does not mention feedback submission or any server-side Supabase client.","The text explicitly mentions a ""dedicated Supabase server client for contribute features"" and ""server actions ... to submit feedback,"" which explains the server-side path for feedback submission."
supabase_supabase__42638,supabase/supabase,agent,contribute-thread-page-composition,Why is page rendering split across route-level states instead of one monolithic component?,0,1,"It only says there is ""a new component on the thread view"" and gives no reason for splitting rendering across route-level states.","The text says the page states were updated to use a shared layout, but it does not explain why this split was chosen over a monolithic component."
supabase_supabase__42638,supabase/supabase,agent,contribute-data-contracts,What breaks if these contribute types diverge from the database schema?,0,1,"It only describes adding ""a component showing a list of AI curated related threads"" and gives no information about schema divergence or breakage.","The text only says it ""Extended contribute types/data models"" and added ""database typing"" but never explains what breaks if they diverge from the schema."
supabase_supabase__42874,supabase/supabase,agent,cross-sdk-auth-api-surface,Which auth API contracts must stay aligned with backend semantics to avoid broken integrations?,2,2,"It explicitly names the auth API surfaces that need alignment, including ""mfa.getAuthenticatorAssuranceLevel()"", ""getClaims()"", ""signInWith"" WhatsApp support, and the breaking change note for ""mfa.unenroll()"" using ""id"" instead of ""factorId"".","It explicitly mentions several auth-related contracts that must match behavior, such as ""mfa.getAuthenticatorAssuranceLevel()"", ""getClaims()"", ""signInWith"" for WhatsApp OTP, and the Swift MFA unenroll response using ""id"" instead of ""factorId""."
supabase_supabase__42874,supabase/supabase,agent,storage-pagination-model,Why is cursor-based listing the required model for scalable storage enumeration?,1,1,"The text says `from_.list_v2()` has ""cursor-based pagination support"" but does not explain why that model is required for scalable storage enumeration.","The text mentions only that `from_.list_v2()` has ""cursor-based pagination"" but gives no reason why it is required for scalable storage enumeration."
supabase_supabase__42874,supabase/supabase,agent,request-timeout-and-abort-behavior,What request-abort behavior prevents hangs without obscuring oversized-URL failure modes?,0,0,"The text mentions only `timeout` and `urlLengthLimit`, but nothing about aborting requests to avoid hangs or preserving oversized-URL failures.","The text mentions only `timeout` and `urlLengthLimit`, but nothing about aborting requests to avoid hangs or preserving oversized-URL failures."
supabase_supabase__43010,supabase/supabase,human,project-status-gating,Why must navigation disable inactive projects instead of rerouting them to a fallback page?,1,2,"The text says logs must stay accessible because they are ""mutually exclusive from the project's database"" and ""doesn't require the database to be online,"" but it does not explain why inactive projects should be disabled rather than sent to a fallback page.","The text explicitly says to use ""disabled flags instead of redirecting building/inactive projects back to the project root"" and that navigation should reflect availability ""instead of linking users to the project root for unavailable pages."""
supabase_supabase__43010,supabase/supabase,human,navigation-route-contract,Why should route objects own disabled behavior rather than sidebar components deciding it locally?,2,2,"It says to ""Define `disabled` within `NavigationBar.utils.tsx` -> just have one place to define the ""configuration"" of a route,"" which directly explains owning disabled behavior in the route object instead of the sidebar.","It states ""Updated `SideBarNavLink` to read disabled state directly from the route object"" and that navigation is made explicit with ""disabled"" flags, which clearly answers why route objects own disabled behavior."
supabase_supabase__43010,supabase/supabase,human,layout-blocking-exceptions,Why do certain project paths need explicit exemption from the layout's blocking logic?,2,1,"The text says logs pages must stay accessible because they are ""mutually exclusive from the project's database"" and ""doesn't require the database to be online,"" which explains the exemption.","The text says routes are kept available ""where intended"" and that unavailable pages used to be sent back to the project root, but it does not explain why specific project paths need explicit exemption from the layout's blocking logic."
supabase_supabase__43090,supabase/supabase,human,snippet-selection-workflow,Why must snippet data refresh on submenu open instead of relying on cached results?,0,2,"The text only says the snippet should auto update after editing, but it does not explain why cached results are insufficient or why refresh must happen on submenu open.","It explicitly says to ""refetch SQL snippets whenever the SQL submenu is opened"" because it ""makes the SQL snippet list feel more up to date when opening the metric selector,"" which answers the refresh-vs-cache mechanism."
supabase_supabase__43090,supabase/supabase,human,editor-panel-creation-entrypoint,Why does snippet creation open a new editor panel via sidebar state?,0,2,"The text only says it ""adds option to create snippets from inline sql editor"" and shows testing steps, but it does not explain why this opens a new editor panel via sidebar state.","It explicitly says the action is wired ""to open the editor panel as a new snippet via the sidebar manager,"" which directly answers why sidebar state is used."
supabase_supabase__43090,supabase/supabase,human,command-menu-empty-state-behavior,Why is the empty state rendered conditionally outside the command component's built-in empty slot?,0,1,The text only says it “adds option to create snippets” and shows test steps; it does not explain why the empty state is rendered outside the built-in empty slot.,"It says the empty state is replaced with an inline ""No snippets found"" message, but it does not state why it must be rendered conditionally outside the command component's built-in empty slot."
supabase_supabase__43109,supabase/supabase,agent,query-insights-table-model,What row and column model keeps issue analysis stable as metrics and issue types evolve?,0,0,"The text only says this ""introduces Query Insights"" and is ""the first edition of possible future updates,"" which does not describe any row-and-column model or stability mechanism for evolving metrics and issue types.","The text mentions a ""large update to the Query Insights table implementation"" and ""expanded column definitions via `useQueryInsightsTableColumns`"", but it does not say anything about keeping issue analysis stable as metrics and issue types evolve."
supabase_supabase__43109,supabase/supabase,agent,health-score-and-issue-derivation,What derivation logic turns metrics into trustworthy health scores and actionable issues?,0,2,"It says the view is ""more action driven"" and mentions Query Insights, but gives no derivation logic for converting metrics into health scores or issues.","The phrase ""Refined issue and score derivation through the supporting hooks"" and ""Updated utility logic across chart, health, table, and issue-processing codepaths"" directly indicates how metrics are turned into scores and issues."
supabase_supabase__43109,supabase/supabase,agent,charting-and-metric-presentation,What metric normalization makes chart trends comparable without misleading users?,0,0,"It only says ""Query Insights"" and an ""action driven insights view,"" with no mention of metric normalization or comparable chart trends.","The text mentions ""chart behavior"" and ""metric presentation,"" but it never states any normalization method or how trends are made comparable."
supabase_supabase__43140,supabase/supabase,agent,content-api-proxying,Why must content GraphQL requests go through a same-origin proxy endpoint?,1,2,"Partial: it mentions a ""content API"" endpoint and a shared-data package, but never explains why requests must go through a same-origin proxy.","Explicit: it says requests are routed through a Studio API endpoint and ""This keeps content API access going through the app instead of calling the public URL directly from the client."""
supabase_supabase__43140,supabase/supabase,agent,error-code-docs-resolution,What makes service-aware error-code lookup reliable across different log surfaces?,0,2,"The text only says error codes are wrapped in a popover in logs and mapped to docs, but it does not explain why lookup is reliable across different log surfaces.","The text explicitly says the tooltip ""supports service-specific lookups via `Service`"" and is used in multiple surfaces, which explains the mechanism for reliable lookup across log surfaces."
supabase_supabase__43140,supabase/supabase,agent,log-surface-enrichment,Why is deriving display metadata at render time safer than storing precomputed labels?,0,0,The text only says it adds a snippet preview and wraps error codes in a popover; it does not explain why render-time derivation is safer than precomputed labels.,"The text says labels are mapped dynamically via 'STATUS_CODE_LABELS' and that this 'keeps content API access going through the app,' but it never states that render-time derivation is safer than storing precomputed labels."
supabase_supabase__43140,supabase/supabase,agent,external-ai-handoff,What breaks if external AI destinations are not normalized behind one configuration list?,1,0,"Partial: it mentions a ""shared-data package"" and a ""multifaceted button to debug/fix with either Assistant or LLM of choice,"" but not what breaks without a single configuration list.","Absent: it discusses external actions for ChatGPT and Claude.ai, but never says what breaks if destinations are not normalized behind one configuration list."
supabase_supabase__43191,supabase/supabase,agent,webinar-content-routing,Why must webinar CTAs target in-page recording anchors instead of external registration links?,0,2,"It only says there are new ""Watch the Recording"" CTA buttons, but gives no reason they must point to anchors rather than registration links.","It explicitly says CTAs changed from external registration URLs to ""#recording"" and that this is because it ""adds `id=""recording""` to embedded video containers so the CTA anchors correctly""."
supabase_supabase__43191,supabase/supabase,agent,campaign-slug-and-redirect-integrity,Why do slug and redirect paths need coordinated updates across all webinar go pages?,1,2,"It mentions a new slug for the go page, but not why slug and redirect paths must be coordinated across all webinar go pages.","It explicitly says the slug rename includes ""updating the main page slug,"" ""the thank-you page slug,"" and ""updating the form success redirect,"" which explains the coordinated updates."
supabase_supabase__43191,supabase/supabase,agent,docs-and-content-rendering-consistency,Why is consistent MDX attribute structure necessary for these content pages to render correctly?,0,0,"The text only says it added YouTube embeds, CTA buttons, and a new slug; it never explains why consistent MDX attribute structure is needed.","It mentions formatting normalization in a docs tutorial, but the only explicit content-page rendering mechanism described is that it ""adds `id=""recording""` to embedded video containers so the CTA anchors correctly,"" not MDX attribute structure."
supabase_supabase__43201,supabase/supabase,human,dirty-form-dismissal-flow,Why must dismissal stay available while dirty-state interception decides between immediate close and confirmation?,2,2,"The text says dismissal remains for normal flows and is only guarded on dirty state: ""without trying to block route changes or arbitrary unmounts"" and ""backdrop/escape/close-button/cancel-button flows"".","The text explicitly says to ""keeping dialogs/sheets dismissible through normal affordances"" and ""intercepting dismissal only when the form is dirty""."
supabase_supabase__43201,supabase/supabase,human,shared-confirmation-abstraction,Why centralize discard confirmation behavior in shared primitives instead of per-screen implementations?,2,2,"The text says it standardizes inconsistent close-guard behavior and uses shared primitives like ""DiscardChangesConfirmationDialog"" and ""useConfirmOnClose"" instead of local implementations.","The text explicitly says it ""aligns docs and implementation around a single pattern"" that ""keeps copy and interaction consistent"" and ""reduces one-off modal wrappers in feature code""."
supabase_supabase__43201,supabase/supabase,human,interaction-contract-and-accessibility,What breaks if discard confirmation is not implemented as an alert-style modal interaction?,2,2,"It says the old behavior could ""lose unsaved changes"" and that the new pattern standardizes close-guard behavior for backdrop/escape/close-button/cancel-button flows.","It explains that the handler wires dialog/sheet `onOpenChange` so backdrop clicks, Escape, and other close attempts go through the dirty-check flow."
supabase_supabase__43210,supabase/supabase,human,query-error-retry-policy,Why must 404 errors bypass retries during report content fetching?,0,2,"The text only says a deleted SQL snippet causes a block to load forever and now shows the correct error state, but it does not mention 404s or retries.","It explicitly says to stop retrying when the request returns ""404"" because ""missing report content should fail fast instead of retrying""."
supabase_supabase__43210,supabase/supabase,human,execution-state-derivation,Why should execution loading be suppressed when content loading already failed?,0,2,"The text only says the block was “stuck forever” and now “show error state,” but it does not explain why execution loading should be suppressed after content loading fails.","It explicitly says to “Avoid showing the query block as executing when there is already a content error,” which directly answers why execution loading should be suppressed."
supabase_supabase__43210,supabase/supabase,human,action-visibility-contract,Why must management actions remain visible even when query interactions are disabled?,0,2,The text only says the block can be deleted and shows an error state; it does not explain why management actions must stay visible when query interactions are disabled.,"It explicitly says to ""Keep custom `actions` visible in `QueryBlock` even when the block is disabled"" because ""parent-provided actions are still accessible when a query block is disabled""."
supabase_supabase__43697,supabase/supabase,agent,paginated-query-performance-dataflow,Why must pagination be enforced in SQL and coordinated through infinite queries?,0,2,The text only says the page loaded all results in a single query and that scrolling loads more results; it does not explain enforcing pagination in SQL or coordinating it through infinite queries.,"The text explicitly says it adds pagination params to SQL generation and uses an infinite-query based implementation, which directly answers why pagination must be enforced in SQL and coordinated through infinite queries."
supabase_supabase__43697,supabase/supabase,agent,shared-infinite-scroll-triggering,What prevents duplicate or runaway page fetches when scrolling reaches the bottom?,0,2,"It only says ""scroll to bottom"" and ""should automatically load more results,"" but gives no mechanism for preventing duplicates or runaway fetches.","The text explicitly says the shared hook ""guards against duplicate fetches while loading or when there are no more pages,"" which directly answers what prevents runaway fetches."
supabase_supabase__43697,supabase/supabase,agent,report-and-observability-contract-shape,"Why is a unified pagination contract across hooks, SQL builders, and components necessary?",0,2,"It only says the page had a fixed limit and now ""adds pagination"" with automatic loading on scroll, but it does not explain any unified contract across hooks, SQL builders, and components.","The text explicitly says it ""updates the underlying query/report plumbing to support paginated fetching"" and ""adds pagination params"" to SQL generation, showing the shared contract across hooks, SQL builders, and components."
supabase_supabase__43790,supabase/supabase,agent,schema-exposure-source-of-truth,Why must linting use PGRST_DB_SCHEMAS as the canonical exposed schema source?,2,2,"It explains that local/self-hosted linting needs the GUC set and that the MCP path was missing `exposedSchemas`, quoting ""The HTTP API endpoint ... already worked because `run-lints.ts` passes `exposedSchemas`"".","It says lint behavior should align with the schemas actually exposed through the self-hosted PostgREST configuration, quoting ""aligns lint behavior with the schemas actually exposed""."
supabase_supabase__43790,supabase/supabase,agent,lint-query-session-shaping,Why is setting pgrst.db_schemas locally per lint query necessary for correct results?,2,1,"It explicitly says that without passing `exposedSchemas`, `enrichLintsQuery` skips `SET LOCAL pgrst.db_schemas`, and then `current_setting('pgrst.db_schemas', 't')` is empty locally so schema-filtered lints return zero rows.","It says `SET LOCAL pgrst.db_schemas` is included when schemas are provided, but only hints that this aligns lint behavior with exposed schemas, not why local per-query setting is necessary."
